age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
41,1. White,3. College Grad,127.1157438,94104,5000,7500,15253.88926,909.0909091,12.5
38,1. White,4. Master's Deg,145.1436012,94941,2900,3500,17417.23214,527.2727273,7.25
49,1. White,2. Some College,118.8843593,94941,2900,3500,14266.12312,527.2727273,7.25
36,1. White,2. Some College,128.6804882,94104,5000,7500,15441.65858,909.0909091,12.5
66,2. Black,2. Some College,92.89584479,94924,2800,3800,11147.50137,509.0909091,7
23,1. White,2. Some College,68.74808773,94941,2900,3500,8249.770528,527.2727273,7.25
28,1. White,5. Advanced Degree,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
42,1. White,3. College Grad,109.8339856,94104,5000,7500,13180.07827,909.0909091,12.5
20,1. White,2. Some College,43.73511168,94602,2600,3700,5248.213402,472.7272727,6.5
37,1. White,4. Master's Deg,189.2441629,95012,1900,2500,22709.29955,345.4545455,4.75
58,1. White,2. Some College,32.36641317,94941,2900,3500,3883.96958,527.2727273,7.25
45,1. White,5. Advanced Degree,154.685293,94602,2600,3700,18562.23516,472.7272727,6.5
64,1. White,3. College Grad,114.4757133,94924,2800,3800,13737.0856,509.0909091,7
45,1. White,2. Some College,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
52,1. White,3. College Grad,101.8243521,94107,3250,4750,12218.92225,590.9090909,8.125
42,1. White,4. Master's Deg,123.0896998,95012,1900,2500,14770.76398,345.4545455,4.75
32,1. White,2. Some College,118.8843593,94301,3800,5500,14266.12312,690.9090909,9.5
40,1. White,2. Some College,75.04315402,94602,2600,3700,9005.178482,472.7272727,6.5
55,1. White,4. Master's Deg,160.6424754,95012,1900,2500,19277.09705,345.4545455,4.75
46,1. White,4. Master's Deg,104.9215065,95012,1900,2500,12590.58078,345.4545455,4.75
55,1. White,2. Some College,81.28325328,94107,3250,4750,9753.990394,590.9090909,8.125
53,1. White,4. Master's Deg,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
33,3. Asian,4. Master's Deg,104.9215065,94301,3800,5500,12590.58078,690.9090909,9.5
45,3. Asian,2. Some College,95.23071257,94602,2600,3700,11427.68551,472.7272727,6.5
54,3. Asian,2. Some College,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
32,3. Asian,4. Master's Deg,84.04595765,94107,3250,4750,10085.51492,590.9090909,8.125
42,3. Asian,4. Master's Deg,176.9896505,94107,3250,4750,21238.75806,590.9090909,8.125
35,3. Asian,5. Advanced Degree,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
54,3. Asian,2. Some College,94.07271475,94301,3800,5500,11288.72577,690.9090909,9.5
38,3. Asian,3. College Grad,94.07271475,94924,2800,3800,11288.72577,509.0909091,7
31,3. Asian,4. Master's Deg,101.8243521,94040,3600,4500,12218.92225,654.5454545,9
41,3. Asian,3. College Grad,85.38394038,94105,3500,5000,10246.07285,636.3636364,8.75
45,3. Asian,4. Master's Deg,142.4571699,94301,3800,5500,17094.86039,690.9090909,9.5
49,3. Asian,2. Some College,118.8843593,94301,3800,5500,14266.12312,690.9090909,9.5
50,3. Asian,3. College Grad,95.23071257,94105,3500,5000,11427.68551,636.3636364,8.75
40,3. Asian,2. Some College,111.7208494,94107,3250,4750,13406.50193,590.9090909,8.125
29,2. Black,2. Some College,59.62864555,94602,2600,3700,7155.437466,472.7272727,6.5
25,3. Asian,3. College Grad,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
32,3. Asian,2. Some College,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
51,3. Asian,2. Some College,86.69515483,94941,2900,3500,10403.41858,527.2727273,7.25
29,3. Asian,3. College Grad,93.04401493,94602,2600,3700,11165.28179,472.7272727,6.5
32,3. Asian,3. College Grad,134.7053751,94924,2800,3800,16164.64501,509.0909091,7
42,3. Asian,3. College Grad,145.1436012,94107,3250,4750,17417.23214,590.9090909,8.125
59,3. Asian,2. Some College,148.4131591,94924,2800,3800,17809.57909,509.0909091,7
31,3. Asian,4. Master's Deg,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
29,3. Asian,3. College Grad,108.39064,94941,2900,3500,13006.8768,527.2727273,7.25
52,3. Asian,2. Some College,73.77574327,94104,5000,7500,8853.089192,909.0909091,12.5
35,3. Asian,2. Some College,73.77574327,94040,3600,4500,8853.089192,654.5454545,9
28,3. Asian,2. Some College,106.3696472,94105,3500,5000,12764.35766,636.3636364,8.75
50,3. Asian,4. Master's Deg,78.3924668,94105,3500,5000,9407.096016,636.3636364,8.75
49,3. Asian,2. Some College,72.56122831,94602,2600,3700,8707.347397,472.7272727,6.5
39,3. Asian,2. Some College,73.77734527,94107,3250,4750,8853.281432,590.9090909,8.125
26,4. Other,4. Master's Deg,38.22358282,94040,3600,4500,4586.829938,654.5454545,9
31,2. Black,3. College Grad,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
50,1. White,2. Some College,50.41192284,94104,5000,7500,6049.430741,909.0909091,12.5
62,1. White,5. Advanced Degree,170.4601659,95012,1900,2500,20455.21991,345.4545455,4.75
35,3. Asian,3. College Grad,123.0896998,94104,5000,7500,14770.76398,909.0909091,12.5
22,3. Asian,3. College Grad,73.77574327,95012,1900,2500,8853.089192,345.4545455,4.75
55,3. Asian,5. Advanced Degree,110.7826503,94040,3600,4500,13293.91804,654.5454545,9
63,3. Asian,3. College Grad,125.5254984,94924,2800,3800,15063.05981,509.0909091,7
63,3. Asian,2. Some College,75.04315402,94040,3600,4500,9005.178482,654.5454545,9
39,3. Asian,4. Master's Deg,95.23071257,94107,3250,4750,11427.68551,590.9090909,8.125
28,3. Asian,2. Some College,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
43,3. Asian,4. Master's Deg,127.1157438,95012,1900,2500,15253.88926,345.4545455,4.75
58,2. Black,2. Some College,70.47601965,94105,3500,5000,8457.122358,636.3636364,8.75
38,1. White,5. Advanced Degree,166.3249412,94107,3250,4750,19958.99294,590.9090909,8.125
49,2. Black,3. College Grad,139.1563254,94107,3250,4750,16698.75905,590.9090909,8.125
62,1. White,3. College Grad,25.2910081,94107,3250,4750,3034.920972,590.9090909,8.125
36,1. White,3. College Grad,81.44683486,94924,2800,3800,9773.620183,509.0909091,7
54,1. White,4. Master's Deg,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
26,1. White,2. Some College,116.4423183,95012,1900,2500,13973.0782,345.4545455,4.75
46,3. Asian,5. Advanced Degree,166.3249412,95012,1900,2500,19958.99294,345.4545455,4.75
58,1. White,3. College Grad,149.6950421,94105,3500,5000,17963.40505,636.3636364,8.75
22,1. White,3. College Grad,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
58,1. White,1. PhD,277.6014175,94104,5000,7500,33312.1701,909.0909091,12.5
63,1. White,4. Master's Deg,136.8763676,94040,3600,4500,16425.16411,654.5454545,9
67,2. Black,2. Some College,129.4536446,94107,3250,4750,15534.43735,590.9090909,8.125
44,1. White,2. Some College,111.7208494,94602,2600,3700,13406.50193,472.7272727,6.5
51,1. White,4. Master's Deg,178.7006572,94107,3250,4750,21444.07886,590.9090909,8.125
46,1. White,2. Some College,49.55533812,94105,3500,5000,5946.640574,636.3636364,8.75
43,1. White,2. Some College,82.6796373,94105,3500,5000,9921.556476,636.3636364,8.75
40,1. White,3. College Grad,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
31,1. White,3. College Grad,92.89584479,94602,2600,3700,11147.50137,472.7272727,6.5
41,1. White,5. Advanced Degree,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
21,2. Black,2. Some College,84.04595765,94107,3250,4750,10085.51492,590.9090909,8.125
51,1. White,3. College Grad,76.89360252,94107,3250,4750,9227.232302,590.9090909,8.125
43,2. Black,3. College Grad,79.85490031,94941,2900,3500,9582.588037,527.2727273,7.25
34,1. White,3. College Grad,130.9821774,94040,3600,4500,15717.86129,654.5454545,9
45,1. White,3. College Grad,148.4131591,94105,3500,5000,17809.57909,636.3636364,8.75
35,3. Asian,2. Some College,65.11085372,94301,3800,5500,7813.302446,690.9090909,9.5
33,1. White,2. Some College,134.7053751,94040,3600,4500,16164.64501,654.5454545,9
46,2. Black,2. Some College,94.07271475,95008,2200,3700,11288.72577,400,5.5
38,2. Black,2. Some College,94.07271475,94602,2600,3700,11288.72577,472.7272727,6.5
44,2. Black,4. Master's Deg,90.48191336,94040,3600,4500,10857.8296,654.5454545,9
50,3. Asian,2. Some College,111.7217824,94301,3800,5500,13406.61389,690.9090909,9.5
55,3. Asian,2. Some College,107.9039239,94104,5000,7500,12948.47087,909.0909091,12.5
49,3. Asian,5. Advanced Degree,191.5736835,94105,3500,5000,22988.84202,636.3636364,8.75
47,2. Black,5. Advanced Degree,145.1436012,94040,3600,4500,17417.23214,654.5454545,9
40,4. Other,2. Some College,138.6391722,94104,5000,7500,16636.70066,909.0909091,12.5
21,1. White,2. Some College,53.63872202,94941,2900,3500,6436.646642,527.2727273,7.25
60,2. Black,2. Some College,93.05348736,94037,2000,3850,11166.41848,363.6363636,5
56,3. Asian,2. Some College,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
61,3. Asian,3. College Grad,128.6804882,94105,3500,5000,15441.65858,636.3636364,8.75
44,3. Asian,5. Advanced Degree,136.1577108,94301,3800,5500,16338.9253,690.9090909,9.5
43,3. Asian,5. Advanced Degree,160.6424754,94022,3100,4300,19277.09705,563.6363636,7.75
29,3. Asian,3. College Grad,109.8339856,94037,2000,3850,13180.07827,363.6363636,5
38,3. Asian,4. Master's Deg,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
26,3. Asian,3. College Grad,108.39064,94941,2900,3500,13006.8768,527.2727273,7.25
28,4. Other,2. Some College,67.14308075,94037,2000,3850,8057.16969,363.6363636,5
38,3. Asian,4. Master's Deg,118.0197533,94105,3500,5000,14162.3704,636.3636364,8.75
45,3. Asian,3. College Grad,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
39,3. Asian,2. Some College,47.3389061,94105,3500,5000,5680.668732,636.3636364,8.75
33,3. Asian,2. Some College,62.91365497,94089,2800,3400,7549.638596,509.0909091,7
44,3. Asian,2. Some College,70.47601965,95008,2200,3700,8457.122358,400,5.5
48,3. Asian,3. College Grad,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
45,3. Asian,2. Some College,92.79134808,94089,2800,3400,11134.96177,509.0909091,7
56,3. Asian,2. Some College,99.6916284,94602,2600,3700,11962.99541,472.7272727,6.5
40,3. Asian,4. Master's Deg,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
71,2. Black,2. Some College,89.24288466,94022,3100,4300,10709.14616,563.6363636,7.75
30,1. White,2. Some College,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
45,1. White,4. Master's Deg,148.4131591,94104,5000,7500,17809.57909,909.0909091,12.5
41,1. White,2. Some College,90.48191336,94089,2800,3400,10857.8296,509.0909091,7
40,4. Other,3. College Grad,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
59,1. White,2. Some College,89.16782867,94602,2600,3700,10700.13944,472.7272727,6.5
46,3. Asian,2. Some College,73.77574327,94602,2600,3700,8853.089192,472.7272727,6.5
38,1. White,2. Some College,70.47601965,94037,2000,3850,8457.122358,363.6363636,5
26,1. White,3. College Grad,93.48669204,94602,2600,3700,11218.40304,472.7272727,6.5
53,2. Black,2. Some College,70.47601965,94107,3250,4750,8457.122358,590.9090909,8.125
46,1. White,4. Master's Deg,99.6894637,94301,3800,5500,11962.73564,690.9090909,9.5
42,1. White,3. College Grad,98.59934386,94941,2900,3500,11831.92126,527.2727273,7.25
28,2. Black,3. College Grad,54.59815003,95008,2200,3700,6551.778004,400,5.5
30,1. White,2. Some College,86.69515483,95008,2200,3700,10403.41858,400,5.5
34,3. Asian,4. Master's Deg,118.8843593,94104,5000,7500,14266.12312,909.0909091,12.5
46,3. Asian,4. Master's Deg,160.6424754,94941,2900,3500,19277.09705,527.2727273,7.25
22,3. Asian,3. College Grad,59.09706408,94602,2600,3700,7091.64769,472.7272727,6.5
37,3. Asian,2. Some College,92.72952791,94040,3600,4500,11127.54335,654.5454545,9
27,3. Asian,3. College Grad,63.188861,94022,3100,4300,7582.66332,563.6363636,7.75
52,3. Asian,2. Some College,114.4757133,94105,3500,5000,13737.0856,636.3636364,8.75
43,3. Asian,2. Some College,65.11085372,94602,2600,3700,7813.302446,472.7272727,6.5
52,3. Asian,2. Some College,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
54,2. Black,3. College Grad,109.4898415,94107,3250,4750,13138.78098,590.9090909,8.125
47,1. White,2. Some College,99.6894637,94022,3100,4300,11962.73564,563.6363636,7.75
21,2. Black,3. College Grad,105.9278108,94107,3250,4750,12711.3373,590.9090909,8.125
42,1. White,4. Master's Deg,134.7053751,94040,3600,4500,16164.64501,654.5454545,9
72,1. White,5. Advanced Degree,189.2441629,94301,3800,5500,22709.29955,690.9090909,9.5
38,3. Asian,2. Some College,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
53,1. White,2. Some College,82.6796373,94089,2800,3400,9921.556476,509.0909091,7
35,1. White,3. College Grad,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
60,1. White,2. Some College,76.89360252,94941,2900,3500,9227.232302,527.2727273,7.25
39,1. White,2. Some College,85.38394038,94107,3250,4750,10246.07285,590.9090909,8.125
45,2. Black,2. Some College,73.77574327,94301,3800,5500,8853.089192,690.9090909,9.5
61,1. White,2. Some College,106.6080215,94301,3800,5500,12792.96258,690.9090909,9.5
64,1. White,2. Some College,95.23071257,94104,5000,7500,11427.68551,909.0909091,12.5
39,3. Asian,2. Some College,70.47601965,94089,2800,3400,8457.122358,509.0909091,7
46,2. Black,3. College Grad,105.9278108,94107,3250,4750,12711.3373,590.9090909,8.125
25,2. Black,3. College Grad,56.45386498,94040,3600,4500,6774.463798,654.5454545,9
80,3. Asian,3. College Grad,94.07271475,94040,3600,4500,11288.72577,654.5454545,9
51,3. Asian,3. College Grad,105.9278108,94105,3500,5000,12711.3373,636.3636364,8.75
58,3. Asian,2. Some College,75.04315402,94022,3100,4300,9005.178482,563.6363636,7.75
52,3. Asian,3. College Grad,118.8843593,94022,3100,4300,14266.12312,563.6363636,7.75
45,3. Asian,5. Advanced Degree,138.2991269,94040,3600,4500,16595.89523,654.5454545,9
41,3. Asian,3. College Grad,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
42,3. Asian,2. Some College,95.23071257,94105,3500,5000,11427.68551,636.3636364,8.75
31,3. Asian,3. College Grad,94.07271475,94089,2800,3400,11288.72577,509.0909091,7
49,3. Asian,2. Some College,123.0896998,94602,2600,3700,14770.76398,472.7272727,6.5
47,3. Asian,2. Some College,90.48191336,94602,2600,3700,10857.8296,472.7272727,6.5
39,3. Asian,2. Some College,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
53,3. Asian,4. Master's Deg,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
37,3. Asian,2. Some College,85.38394038,94941,2900,3500,10246.07285,527.2727273,7.25
52,3. Asian,4. Master's Deg,191.5736835,94602,2600,3700,22988.84202,472.7272727,6.5
41,1. White,2. Some College,101.8243521,94089,2800,3400,12218.92225,509.0909091,7
39,3. Asian,4. Master's Deg,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
63,1. White,5. Advanced Degree,171.7651326,94602,2600,3700,20611.81591,472.7272727,6.5
23,1. White,2. Some College,73.45442826,94941,2900,3500,8814.531391,527.2727273,7.25
62,2. Black,2. Some College,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
43,1. White,1. PhD,272.2947832,94040,3600,4500,32675.37398,654.5454545,9
29,2. Black,2. Some College,102.8702469,94105,3500,5000,12344.42963,636.3636364,8.75
43,3. Asian,5. Advanced Degree,160.6424754,94105,3500,5000,19277.09705,636.3636364,8.75
34,2. Black,4. Master's Deg,123.0896998,94301,3800,5500,14770.76398,690.9090909,9.5
38,3. Asian,5. Advanced Degree,91.69922611,94602,2600,3700,11003.90713,472.7272727,6.5
25,1. White,4. Master's Deg,85.38394038,94104,5000,7500,10246.07285,909.0909091,12.5
64,2. Black,2. Some College,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
49,1. White,4. Master's Deg,114.4757133,94089,2800,3400,13737.0856,509.0909091,7
46,1. White,4. Master's Deg,84.31576886,94089,2800,3400,10117.89226,509.0909091,7
30,1. White,5. Advanced Degree,114.4757133,94602,2600,3700,13737.0856,472.7272727,6.5
33,1. White,3. College Grad,57.35259108,94602,2600,3700,6882.31093,472.7272727,6.5
29,1. White,4. Master's Deg,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
32,1. White,2. Some College,125.5254984,94301,3800,5500,15063.05981,690.9090909,9.5
54,1. White,2. Some College,108.8745258,94602,2600,3700,13064.9431,472.7272727,6.5
40,2. Black,2. Some College,65.11085372,94941,2900,3500,7813.302446,527.2727273,7.25
24,1. White,4. Master's Deg,109.8339856,94089,2800,3400,13180.07827,509.0909091,7
30,1. White,2. Some College,70.81503862,94602,2600,3700,8497.804634,472.7272727,6.5
49,1. White,4. Master's Deg,145.1436012,95008,2200,3700,17417.23214,400,5.5
47,4. Other,2. Some College,101.8243521,95008,2200,3700,12218.92225,400,5.5
25,2. Black,2. Some College,84.04595765,94037,2000,3850,10085.51492,363.6363636,5
44,1. White,3. College Grad,134.7053751,95008,2200,3700,16164.64501,400,5.5
41,1. White,2. Some College,97.49329405,94104,5000,7500,11699.19529,909.0909091,12.5
54,1. White,4. Master's Deg,154.685293,94602,2600,3700,18562.23516,472.7272727,6.5
59,1. White,5. Advanced Degree,200.5432623,94040,3600,4500,24065.19148,654.5454545,9
25,1. White,2. Some College,59.73422334,94089,2800,3400,7168.106801,509.0909091,7
63,2. Black,5. Advanced Degree,91.69922611,94105,3500,5000,11003.90713,636.3636364,8.75
49,1. White,3. College Grad,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
35,2. Black,3. College Grad,114.4757133,94301,3800,5500,13737.0856,690.9090909,9.5
24,3. Asian,2. Some College,66.22940829,94022,3100,4300,7947.528995,563.6363636,7.75
66,1. White,2. Some College,92.89584479,94941,2900,3500,11147.50137,527.2727273,7.25
57,4. Other,2. Some College,94.07271475,94941,2900,3500,11288.72577,527.2727273,7.25
47,3. Asian,4. Master's Deg,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
44,3. Asian,4. Master's Deg,132.4878211,94602,2600,3700,15898.53853,472.7272727,6.5
56,3. Asian,4. Master's Deg,127.1157438,94105,3500,5000,15253.88926,636.3636364,8.75
34,3. Asian,2. Some College,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
23,3. Asian,2. Some College,40.40566526,94602,2600,3700,4848.679831,472.7272727,6.5
30,3. Asian,4. Master's Deg,138.2991269,94089,2800,3400,16595.89523,509.0909091,7
38,3. Asian,3. College Grad,102.8702469,94105,3500,5000,12344.42963,636.3636364,8.75
43,2. Black,2. Some College,79.85490031,94602,2600,3700,9582.588037,472.7272727,6.5
58,1. White,3. College Grad,111.7208494,94107,3250,4750,13406.50193,590.9090909,8.125
36,1. White,2. Some College,62.19867943,94941,2900,3500,7463.841532,527.2727273,7.25
48,1. White,2. Some College,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
35,1. White,2. Some College,86.04280113,94107,3250,4750,10325.13614,590.9090909,8.125
22,1. White,2. Some College,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
50,1. White,4. Master's Deg,113.5670896,94107,3250,4750,13628.05075,590.9090909,8.125
58,1. White,2. Some College,100.7642728,95008,2200,3700,12091.71274,400,5.5
20,1. White,2. Some College,61.18752643,94104,5000,7500,7342.503172,909.0909091,12.5
44,1. White,2. Some College,113.6127457,94089,2800,3400,13633.52948,509.0909091,7
50,3. Asian,4. Master's Deg,134.7053751,94040,3600,4500,16164.64501,654.5454545,9
55,1. White,2. Some College,104.9235317,94022,3100,4300,12590.8238,563.6363636,7.75
39,1. White,2. Some College,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
32,1. White,4. Master's Deg,276.7784133,94040,3600,4500,33213.4096,654.5454545,9
50,1. White,4. Master's Deg,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
24,1. White,2. Some College,148.4131591,94602,2600,3700,17809.57909,472.7272727,6.5
53,1. White,3. College Grad,109.8339856,94104,5000,7500,13180.07827,909.0909091,12.5
35,1. White,2. Some College,81.28325328,94301,3800,5500,9753.990394,690.9090909,9.5
25,1. White,2. Some College,79.85490031,94301,3800,5500,9582.588037,690.9090909,9.5
24,3. Asian,4. Master's Deg,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
57,3. Asian,4. Master's Deg,148.4131591,94022,3100,4300,17809.57909,563.6363636,7.75
43,3. Asian,2. Some College,65.11085372,94105,3500,5000,7813.302446,636.3636364,8.75
33,3. Asian,3. College Grad,88.29869947,94107,3250,4750,10595.84394,590.9090909,8.125
40,3. Asian,3. College Grad,91.69922611,94301,3800,5500,11003.90713,690.9090909,9.5
39,3. Asian,4. Master's Deg,73.77574327,94602,2600,3700,8853.089192,472.7272727,6.5
32,3. Asian,5. Advanced Degree,70.47601965,94105,3500,5000,8457.122358,636.3636364,8.75
48,3. Asian,4. Master's Deg,128.6804882,94301,3800,5500,15441.65858,690.9090909,9.5
29,3. Asian,5. Advanced Degree,94.07271475,95008,2200,3700,11288.72577,400,5.5
35,3. Asian,4. Master's Deg,98.59934386,94941,2900,3500,11831.92126,527.2727273,7.25
41,3. Asian,2. Some College,133.2323508,94022,3100,4300,15987.8821,563.6363636,7.75
52,3. Asian,2. Some College,134.7053751,94941,2900,3500,16164.64501,527.2727273,7.25
50,3. Asian,2. Some College,91.69922611,94105,3500,5000,11003.90713,636.3636364,8.75
35,3. Asian,4. Master's Deg,160.6354986,94040,3600,4500,19276.25983,654.5454545,9
27,1. White,3. College Grad,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
57,1. White,5. Advanced Degree,114.4757133,94089,2800,3400,13737.0856,509.0909091,7
48,1. White,3. College Grad,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
41,2. Black,3. College Grad,98.04835051,94301,3800,5500,11765.80206,690.9090909,9.5
59,3. Asian,5. Advanced Degree,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
55,3. Asian,4. Master's Deg,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
54,3. Asian,2. Some College,133.2323508,94107,3250,4750,15987.8821,590.9090909,8.125
34,3. Asian,5. Advanced Degree,118.8843593,94089,2800,3400,14266.12312,509.0909091,7
43,3. Asian,2. Some College,73.77574327,94105,3500,5000,8853.089192,636.3636364,8.75
43,2. Black,4. Master's Deg,104.9215065,94602,2600,3700,12590.58078,472.7272727,6.5
62,1. White,2. Some College,62.03030461,94941,2900,3500,7443.636553,527.2727273,7.25
45,1. White,2. Some College,97.49329405,94104,5000,7500,11699.19529,909.0909091,12.5
40,1. White,4. Master's Deg,145.8051634,94602,2600,3700,17496.61961,472.7272727,6.5
33,1. White,2. Some College,82.6796373,94104,5000,7500,9921.556476,909.0909091,12.5
45,1. White,5. Advanced Degree,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
21,1. White,3. College Grad,49.55533812,94105,3500,5000,5946.640574,636.3636364,8.75
54,3. Asian,2. Some College,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
43,1. White,4. Master's Deg,73.77574327,94037,2000,3850,8853.089192,363.6363636,5
54,1. White,4. Master's Deg,127.1157438,94089,2800,3400,15253.88926,509.0909091,7
35,1. White,2. Some College,109.8339856,94037,2000,3850,13180.07827,363.6363636,5
23,1. White,3. College Grad,61.59458318,94022,3100,4300,7391.349982,563.6363636,7.75
61,1. White,2. Some College,111.4404696,94941,2900,3500,13372.85635,527.2727273,7.25
51,1. White,4. Master's Deg,138.2991269,94037,2000,3850,16595.89523,363.6363636,5
43,1. White,3. College Grad,127.1157438,95008,2200,3700,15253.88926,400,5.5
20,1. White,2. Some College,75.35567932,95008,2200,3700,9042.681518,400,5.5
51,4. Other,3. College Grad,139.0034081,94941,2900,3500,16680.40897,527.2727273,7.25
65,3. Asian,2. Some College,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
37,3. Asian,2. Some College,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
24,3. Asian,2. Some College,66.23309573,95008,2200,3700,7947.971488,400,5.5
36,3. Asian,2. Some College,73.29308207,95008,2200,3700,8795.169848,400,5.5
45,3. Asian,3. College Grad,130.9821774,94040,3600,4500,15717.86129,654.5454545,9
33,1. White,5. Advanced Degree,276.7784133,94301,3800,5500,33213.4096,690.9090909,9.5
36,3. Asian,2. Some College,86.91032774,94089,2800,3400,10429.23933,509.0909091,7
32,3. Asian,2. Some College,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
45,3. Asian,2. Some College,118.8843593,94089,2800,3400,14266.12312,509.0909091,7
51,3. Asian,2. Some College,104.9215065,94037,2000,3850,12590.58078,363.6363636,5
33,3. Asian,3. College Grad,136.8763676,94040,3600,4500,16425.16411,654.5454545,9
47,3. Asian,3. College Grad,84.04595765,94022,3100,4300,10085.51492,563.6363636,7.75
37,3. Asian,5. Advanced Degree,196.1252726,94105,3500,5000,23535.03271,636.3636364,8.75
41,3. Asian,3. College Grad,121.4303138,94301,3800,5500,14571.63766,690.9090909,9.5
23,3. Asian,2. Some College,96.3977959,94301,3800,5500,11567.73551,690.9090909,9.5
57,1. White,4. Master's Deg,128.6804882,94022,3100,4300,15441.65858,563.6363636,7.75
61,1. White,5. Advanced Degree,148.4131591,94602,2600,3700,17809.57909,472.7272727,6.5
47,1. White,3. College Grad,85.38394038,95008,2200,3700,10246.07285,400,5.5
29,3. Asian,4. Master's Deg,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
37,3. Asian,2. Some College,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
57,3. Asian,2. Some College,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
39,3. Asian,5. Advanced Degree,81.28325328,94104,5000,7500,9753.990394,909.0909091,12.5
59,3. Asian,4. Master's Deg,145.8051634,94107,3250,4750,17496.61961,590.9090909,8.125
31,3. Asian,4. Master's Deg,149.0558956,94040,3600,4500,17886.70747,654.5454545,9
26,3. Asian,2. Some College,97.49329405,95008,2200,3700,11699.19529,400,5.5
51,3. Asian,2. Some College,118.0197533,94602,2600,3700,14162.3704,472.7272727,6.5
38,3. Asian,2. Some College,99.6894637,94089,2800,3400,11962.73564,509.0909091,7
51,3. Asian,4. Master's Deg,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
50,3. Asian,2. Some College,79.85490031,94105,3500,5000,9582.588037,636.3636364,8.75
32,3. Asian,5. Advanced Degree,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
38,3. Asian,4. Master's Deg,160.6424754,94040,3600,4500,19277.09705,654.5454545,9
49,3. Asian,2. Some College,176.9896505,95008,2200,3700,21238.75806,400,5.5
40,3. Asian,3. College Grad,73.77574327,94602,2600,3700,8853.089192,472.7272727,6.5
60,3. Asian,5. Advanced Degree,154.685293,94104,5000,7500,18562.23516,909.0909091,12.5
30,1. White,4. Master's Deg,101.8243521,94107,3250,4750,12218.92225,590.9090909,8.125
41,1. White,4. Master's Deg,130.9821774,94040,3600,4500,15717.86129,654.5454545,9
32,1. White,3. College Grad,114.4757133,94104,5000,7500,13737.0856,909.0909091,12.5
26,1. White,4. Master's Deg,105.9278108,94602,2600,3700,12711.3373,472.7272727,6.5
41,1. White,3. College Grad,81.28325328,94089,2800,3400,9753.990394,509.0909091,7
53,1. White,2. Some College,134.7053751,94105,3500,5000,16164.64501,636.3636364,8.75
